WordCounter 1Nephi.txt
UNIFORM => 1
UP => 1
UPF => 1
Um => 1
Under => 1
Until => 1
Unusually => 1
Urgh => 1
Uric => 1
Useful => 1
VANISHING => 1
VOLDEMORT => 1
Vampires => 1
Vanished => 1
Viewers => 1
Vindictus => 1
Viridian => 1
WANT => 1
WEASLEY => 1
WHAP => 1
WHO => 1
WITCH => 1
WITH => 1
WONT => 1
Waffling => 1
Walking => 1
Warlock => 1
Warlocks => 1
Warts => 1
Warty => 1
Watching => 1
Way => 1
Wearing => 1
Weathers => 1
Weird => 1
Welsh => 1
Werewolf => 1
Whatve => 1
Wheeling => 1
Whenever => 1
Whens => 1
Wherere => 1
Wherever => 1
Whether => 1
Whinging => 1
Whispers => 1
White => 1
Whod => 1
Whys => 1
Wight => 1
Wing => 1
Winged => 1
Wiping => 1
Wishing => 1
Witchcraft => 1
Witches => 1
Wizarding => 1
Won => 1
Wont => 1
Woodcroft => 1
World => 1
Worst => 1
Wouldnt => 1
Wriggling => 1
Written => 1
YEARS => 1
YOUR => 1
Ye => 1
Years => 1
Yesterday => 1
Young => 1
Yours => 1
Yvonne => 1
Zabini => 1
aback => 1
abnormal => 1
aboard => 1
absurd => 1
abysmal => 1
accident => 1
account => 1
accountant => 1
ache => 1
achieve => 1
acid => 1
aconite => 1
act => 1
admirable => 1
admirals => 1
admired => 1
admirers => 1
advanced => 1
advancing => 1
advised => 1
aff => 1
affairs => 1
affect => 1
airily => 1
alarming => 1
alchemist => 1
alibis => 1
alien => 1
alongside => 1
alot => 1
alternative => 1
amber => 1
ambling => 1
amid => 1
amigo => 1
amount => 1
angel => 1
angrier => 1
annoy => 1
annoyed => 1
anothers => 1
answering => 1
answers => 1
anti => 1
anxiety => 1
anytime => 1
apologized => 1
appear => 1
apple => 1
approached => 1
approve => 1
arching => 1
aren => 1
argued => 1
argument => 1
arguments => 1
armpit => 1
arrangements => 1
arrival => 1
arrivals => 1
arriving => 1
arrow => 1
arrows => 1
art => 1
ashen => 1
assistant => 1
assured => 1
astonishingly => 1
astonishment => 1
astounding => 1
astride => 1
atop => 1
attacked => 1
attractive => 1
audience => 1
avoid => 1
awaiting => 1
awaits => 1
awarding => 1
awe => 1
awful => 1
awkward => 1
awkwardly => 1
background => 1
backpack => 1
badger => 1
bakers => 1
bakery => 1
baking => 1
balancing => 1
balloons => 1
bananas => 1
band => 1
bandaged => 1
bandages => 1
bang => 1
banks => 1
barbers => 1
bark => 1
barks => 1
barn => 1
barred => 1
barrels => 1
bars => 1
baseball => 1
basic => 1
basics => 1
basket => 1
baskets => 1
basking => 1
bated => 1
bath => 1
bats => 1
batty => 1
bawling => 1
beach => 1
beaks => 1
bearded => 1
bearing => 1
beastie => 1
beauty => 1
beaverskin => 1
beckoned => 1
becomes => 1
bedrooms => 1
bedspread => 1
bedtime => 1
beech => 1
beefy => 1
beet => 1
beetles => 1
beg => 1
begging => 1
beginning => 1
begun => 1
behave => 1
behavior => 1
behead => 1
bein => 1
beings => 1
belonging => 1
belongs => 1
belt => 1
belting => 1
bending => 1
bendy => 1
berserk => 1
betray => 1
beware => 1
beyond => 1
biased => 1
bicycle => 1
bid => 1
bidden => 1
bidin => 1
bills => 1
birdcage => 1
birthdays => 1
bites => 1
bitter => 1
blackboard => 1
blackness => 1
blanket => 1
blankly => 1
blimey => 1
blinded => 1
blissfully => 1
blob => 1
blocking => 1
bloke => 1
bloodcurdling => 1
bloodiness => 1
blossoming => 1
blowing => 1
bluebell => 1
blundering => 1
blur => 1
boarding => 1
boastful => 1
boaters => 1
bodied => 1
bodies => 1
bodyguards => 1
boil => 1
bombing => 1
bombs => 1
bonnet => 1
bonnets => 1
bonus => 1
boogerflavored => 1
boogers => 1
boomed => 1
booming => 1
boot => 1
boredom => 1
born => 1
bothering => 1
boulder => 1
bounced => 1
bow => 1
bowlers => 1
bowling => 1
braced => 1
branch => 1
brand => 1
brandished => 1
brary => 1
bravo => 1
bread => 1
breaks => 1
breaths => 1
bred => 1
breeding => 1
breezy => 1
brew => 1
bricks => 1
bridge => 1
briefcase => 1
brilliantly => 1
brim => 1
broadly => 1
brooding => 1
broomshed => 1
brushed => 1
brushing => 1
bucking => 1
buckled => 1
buffalo => 1
build => 1
buildings => 1
built => 1
bull => 1
bullet => 1
bullets => 1
bullied => 1
bully => 1
bumped => 1
bunches => 1
bundled => 1
bundles => 1
burly => 1
burnished => 1
burns => 1
burnt => 1
burying => 1
bus => 1
bustled => 1
bustling => 1
butter => 1
buttered => 1
buyin => 1
buzz => 1
buzzing => 1
cabbages => 1
cackle => 1
cafru => 1
calming => 1
canary => 1
canceled => 1
candies => 1
candlelight => 1
cane => 1
cannonball => 1
cans => 1
cantered => 1
cantve => 1
cap => 1
capture => 1
carelessly => 1
carousel => 1
carpet => 1
carpets => 1
carriages => 1
carrots => 1
cartoon => 1
carts => 1
cases => 1
catcalling => 1
catches => 1
caughty => 1
ceased => 1
celebrated => 1
celebrations => 1
celebrity => 1
center => 1
centuries => 1
cept => 1
cereal => 1
ceremony => 1
certain => 1
chained => 1
chains => 1
chances => 1
changin => 1
chappie => 1
charged => 1
charging => 1
chase => 1
chasin => 1
cheap => 1
cheating => 1
checkmate => 1
checkup => 1
cheeks => 1
cheery => 1
chessboard => 1
chestnut => 1
chewed => 1
chewing => 1
chickened => 1
childhood => 1
childishly => 1
chilled => 1
chilly => 1
chimed => 1
chipolatas => 1
chips => 1
chivalry => 1
chopped => 1
chorused => 1
chose => 1
chucked => 1
chuckle => 1
chuckling => 1
cigarette => 1
cinemas => 1
circled => 1
circles => 1
circus => 1
city => 1
clanged => 1
clanging => 1
clattering => 1
claw => 1
clawed => 1
cleverness => 1
click => 1
clicking => 1
climb => 1
clinging => 1
clinking => 1
cloaked => 1
clobbered => 1
closern => 1
cloth => 1
clouted => 1
clung => 1
coals => 1
coast => 1
cobbled => 1
cobras => 1
cock => 1
coffee => 1
coils => 1
collapsible => 1
collar => 1
collected => 1
colorcoding => 1
combination => 1
comin => 1
commanded => 1
commentary => 1
commentating => 1
commit => 1
committing => 1
compartments => 1
complex => 1
concen => 1
concentrating => 1
concrete => 1
conducted => 1
conductor => 1
confessed => 1
confiscated => 1
conjured => 1
constantly => 1
constrictors => 1
containing => 1
contains => 1
continued => 1
convince => 1
cooked => 1
core => 1
cork => 1
corned => 1
cornered => 1
corners => 1
cornflakes => 1
correcting => 1
cough => 1
coulda => 1
couldn => 1
council => 1
courageous => 1
coward => 1
cowering => 1
cows => 1
cracker => 1
cranberry => 1
crashes => 1
creak => 1
creaked => 1
create => 1
credit => 1
creepers => 1
creeps => 1
cringed => 1
crinkled => 1
crisis => 1
crisply => 1
criticizing => 1
crossly => 1
crouched => 1
crown => 1
cruel => 1
crumbling => 1
crumpets => 1
crush => 1
crushed => 1
crushing => 1
crutches => 1
crybabies => 1
cryin => 1
cunning => 1
cupll => 1
cups => 1
cure => 1
cured => 1
curl => 1
curling => 1
curly => 1
currently => 1
curry => 1
curses => 1
curtain => 1
cushion => 1
customer => 1
cutting => 1
dabbed => 1
dads => 1
dairy => 1
daisies => 1
damaged => 1
damn => 1
dampen => 1
dangerously => 1
dangers => 1
dappled => 1
darkened => 1
daughter => 1
dawned => 1
dazed => 1
dealer => 1
dearest => 1
dearly => 1
dears => 1
deaths => 1
debt => 1
decent => 1
decked => 1
declared => 1
deepest => 1
defeated => 1
defend => 1
defenseless => 1
defrosting => 1
delicate => 1
delicately => 1
delights => 1
delivered => 1
deliverin => 1
demand => 1
demands => 1
dentists => 1
denying => 1
depended => 1
depressed => 1
depressing => 1
describing => 1
deserted => 1
deserved => 1
deserves => 1
desktop => 1
destined => 1
destiny => 1
detest => 1
diagonally => 1
dial => 1
dialing => 1
differently => 1
dimpled => 1
din => 1
dining => 1
dinnertime => 1
directed => 1
directing => 1
directly => 1
dirt => 1
disagree => 1
disappear => 1
disappearing => 1
disappointed => 1
disappointment => 1
disapproving => 1
disapprovingly => 1
discover => 1
discovered => 1
discoveries => 1
discuss => 1
discussing => 1
discussion => 1
disgusted => 1
dish => 1
dishes => 1
dislike => 1
disliked => 1
displeased => 1
distinctly => 1
distracted => 1
dium => 1
diversion => 1
dives => 1
dividing => 1
dodge => 1
dodges => 1
doin => 1
dolphins => 1
donkeys => 1
doom => 1
doorbell => 1
doorpost => 1
doorways => 1
dormice => 1
dotted => 1
doubled => 1
doubted => 1
doughnut => 1
doughnuts => 1
downfall => 1
downpour => 1
drafty => 1
dragging => 1
drain => 1
dramatically => 1
dratted => 1
draw => 1
drawback => 1
drawl => 1
dreadlocks => 1
dreamily => 1
drearns => 1
drenched => 1
dress => 1
dribbling => 1
drift => 1
drifting => 1
drip => 1
dripping => 1
driveway => 1
drone => 1
droned => 1
drooled => 1
drooling => 1
droop => 1
druidess => 1
drummed => 1
drumming => 1
ducks => 1
dud => 1
due => 1
duels => 1
duffers => 1
dully => 1
dumbfounded => 1
dump => 1
dumped => 1
dumpy => 1
dunderhead => 1
dunderheads => 1
dusk => 1
duster => 1
duties => 1
dwarf => 1
dyeing => 1
earmuffs => 1
earned => 1
earsplitting => 1
earths => 1
easiest => 1
ebony => 1
echoes => 1
eclairs => 1
edges => 1
edging => 1
eels => 1
eerie => 1
effect => 1
ehru => 1
elastic => 1
element => 1
elephant => 1
eleventh => 1
embedded => 1
embers => 1
emerged => 1
emptier => 1
enclose => 1
enclosed => 1
encouraging => 1
ended => 1
ending => 1
endless => 1
enemy => 1
engraved => 1
engulfed => 1
enjoy => 1
enraged => 1
ensnaring => 1
entranced => 1
enviously => 1
evenings => 1
everyoned => 1
exact => 1
examining => 1
exasperated => 1
exasperation => 1
exchange => 1
exchanged => 1
exhausted => 1
existed => 1
existence => 1
exits => 1
expects => 1
experience => 1
explode => 1
exploding => 1
explosion => 1
eyeglasses => 1
f => 1
fabulous => 1
fade => 1
faithful => 1
faithfully => 1
faltered => 1
familiar => 1
fan => 1
fanatic => 1
fantastic => 1
farther => 1
fascinated => 1
fascinating => 1
fashioned => 1
fasten => 1
fastened => 1
fastenings => 1
fateful => 1
fatherd => 1
fattenin => 1
favor => 1
feels => 1
fences => 1
ferociously => 1
fetch => 1
feverishly => 1
fiddling => 1
fidgeted => 1
fie => 1
fifteen => 1
fill => 1
filling => 1
filthy => 1
finest => 1
fingertips => 1
finishing => 1
fir => 1
firecracker => 1
firecrackers => 1
firelight => 1
firework => 1
fireworks => 1
firsthand => 1
fishy => 1
fix => 1
fixedly => 1
fixing => 1
flagged => 1
flailed => 1
flailing => 1
flame => 1
flanked => 1
flanks => 1
flap => 1
flashing => 1
flashy => 1
flattened => 1
flatter => 1
flattering => 1
flexible => 1
flicking => 1
flies => 1
flimsy => 1
flinched => 1
fling => 1
flinging => 1
flitting => 1
flock => 1
flocking => 1
flooding => 1
flop => 1
flow => 1
flowered => 1
flowing => 1
fluff => 1
fluffy => 1
fluid => 1
flyin => 1
foghorn => 1
folds => 1
folks => 1
fondly => 1
foodll => 1
football => 1
footfalls => 1
forcing => 1
forecast => 1
foreheads => 1
foretold => 1
forevermore => 1
forgets => 1
forgettin => 1
forgot => 1
fouled => 1
fouls => 1
fourteen => 1
frantic => 1
frayed => 1
freak => 1
freed => 1
freedom => 1
freeze => 1
fret => 1
fried => 1
friendship => 1
fries => 1
fright => 1
frighten => 1
frightenin => 1
frost => 1
frown => 1
frowned => 1
froze => 1
fruitcake => 1
ful => 1
fuller => 1
fully => 1
fumbling => 1
fumes => 1
fuming => 1
funeral => 1
fungi => 1
fur => 1
furling => 1
furniture => 1
furor => 1
further => 1
fussing => 1
gain => 1
gains => 1
gales => 1
galloped => 1
galoshes => 1
gambled => 1
gamekeepers => 1
gamekeeping => 1
gangling => 1
gaped => 1
gaps => 1
garage => 1
gardens => 1
gargoyles => 1
gate => 1
gaunt => 1
gawked => 1
gawking => 1
gaze => 1
gazed => 1
gentle => 1
gentlemans => 1
geroff => 1
getups => 1
ghostie => 1
ghoulie => 1
gibber => 1
giggled => 1
gingerly => 1
gleamed => 1
gleefully => 1
glider => 1
glimmered => 1
glimpse => 1
glistening => 1
glittery => 1
gloatingly => 1
globes => 1
gloomily => 1
glue => 1
glumly => 1
goat => 1
goblets => 1
goggle => 1
goodll => 1
goods => 1
goodun => 1
goose => 1
gorilla => 1
gossiped => 1
gown => 1
grades => 1
gradually => 1
grandfathers => 1
granite => 1
grappling => 1
grasp => 1
grasped => 1
grasping => 1
grassy => 1
grayish => 1
greasily => 1
greatness => 1
greener => 1
greenhouse => 1
greenhouses => 1
greeted => 1
greeting => 1
grief => 1
griffin => 1
grim => 1
grinding => 1
grips => 1
gritted => 1
groan => 1
groped => 1
growing => 1
growling => 1
grudgingly => 1
grumbled => 1
grunting => 1
guarded => 1
guards => 1
guessing => 1
gun => 1
gym => 1
ha => 1
haaa => 1
hag => 1
haircuts => 1
halfheartedly => 1
hammer => 1
hammered => 1
handy => 1
hanger => 1
happiest => 1
happiness => 1
harness => 1
harp => 1
hatched => 1
hatches => 1
hating => 1
hatred => 1
haven => 1
havin => 1
headfirst => 1
heading => 1
headless => 1
headlight => 1
headmistress => 1
health => 1
hearing => 1
heartstring => 1
heartstrings => 1
heave => 1
heaven => 1
heaving => 1
hedges => 1
heed => 1
heeled => 1
heels => 1
helicopters => 1
helmeted => 1
helplessly => 1
hem => 1
herbs => 1
hides => 1
highsecurity => 1
highway => 1
hills => 1
hind => 1
hinge => 1
hinges => 1
hint => 1
hired => 1
history => 1
hitch => 1
hobbled => 1
hobby => 1
hoisted => 1
holds => 1
holes => 1
holiday => 1
homemade => 1
honest => 1
hood => 1
hoodlums => 1
hooked => 1
hooting => 1
hop => 1
hopeful => 1
hopefully => 1
horn => 1
horned => 1
horny => 1
hotly => 1
hourglasses => 1
howl => 1
howled => 1
humming => 1
humor => 1
hunt => 1
hurriedly => 1
hurtling => 1
hurts => 1
husband => 1
hush => 1
hushing => 1
hygienic => 1
icicles => 1
icing => 1
identical => 1
idly => 1
ignoring => 1
image => 1
immortal => 1
impatient => 1
imprecise => 1
impress => 1
impressively => 1
improvement => 1
inch => 1
inched => 1
including => 1
increases => 1
incredibly => 1
indoors => 1
infernal => 1
inform => 1
information => 1
injured => 1
inky => 1
innocent => 1
inscription => 1
insist => 1
insisting => 1
inspectors => 1
instantly => 1
instinct => 1
instructions => 1
instruments => 1
insulted => 1
insultin => 1
intently => 1
interestinglooking => 1
introduced => 1
ivy => 1
javelin => 1
jealous => 1
jealousy => 1
jeans => 1
jerking => 1
jewels => 1
jig => 1
jinx => 1
jinxing => 1
jobs => 1
joining => 1
jokes => 1
jot => 1
judge => 1
judging => 1
juicy => 1
jumpy => 1
keeper => 1
kicking => 1
kidney => 1
kids => 1
killers => 1
kills => 1
kinda => 1
kindling => 1
kinds => 1
kip => 1
kissing => 1
kit => 1
knickerbocker => 1
knights => 1
knitted => 1
knitting => 1
knot => 1
knowledge => 1
knuckle => 1
lace => 1
lamb => 1
lamplike => 1
lamps => 1
lanes => 1
languages => 1
lanterns => 1
laps => 1
larger => 1
largest => 1
las => 1
law => 1
lawn => 1
lawns => 1
laws => 1
lazily => 1
leader => 1
league => 1
leaked => 1
leaking => 1
lean => 1
leaping => 1
lecture => 1
lecturin => 1
ledgers => 1
leering => 1
legend => 1
legendary => 1
lend => 1
lessened => 1
ley => 1
li => 1
librarian => 1
lid => 1
lids => 1
lied => 1
lifting => 1
lightest => 1
lighting => 1
likely => 1
likes => 1
limp => 1
limping => 1
linen => 1
lingered => 1
lingering => 1
lining => 1
lionfish => 1
lipped => 1
liquid => 1
liquids => 1
littie => 1
livid => 1
lizards => 1
lo => 1
loaded => 1
loathed => 1
local => 1
lonely => 1
longed => 1
longest => 1
longing => 1
longingly => 1
loomed => 1
looming => 1
loop => 1
loops => 1
loopy => 1
loose => 1
lopsided => 1
lotta => 1
louder => 1
lovely => 1
lover => 1
loyal => 1
loyalties => 1
luggage => 1
lullaby => 1
lumbered => 1
lumps => 1
lunged => 1
lurch => 1
lurched => 1
mainly => 1
maker => 1
makin => 1
malade => 1
managing => 1
mangled => 1
maniacs => 1
manner => 1
mantelpiece => 1
maps => 1
mar => 1
marbles => 1
march => 1
marked => 1
marshmallows => 1
master => 1
mastered => 1
masters => 1
math => 1
mattress => 1
mauve => 1
maze => 1
meals => 1
meanin => 1
meantime => 1
meddle => 1
meddlin => 1
meddling => 1
mellow => 1
melt => 1
member => 1
memorize => 1
mended => 1
mentionin => 1
merely => 1
meringue => 1
message => 1
messin => 1
meters => 1
midst => 1
miffed => 1
mighta => 1
mightn => 1
mightve => 1
milk => 1
milkman => 1
minded => 1
mines => 1
mingled => 1
minuscule => 1
mirrors => 1
misses => 1
mist => 1
mistaken => 1
mistakes => 1
mistletoe => 1
moan => 1
moaning => 1
moans => 1
model => 1
modern => 1
mommy => 1
moms => 1
moneys => 1
monk => 1
monster => 1
moren => 1
mossy => 1
mostly => 1
moth => 1
motion => 1
motionless => 1
motorcycles => 1
mounds => 1
mount => 1
mounting => 1
movies => 1
mud => 1
muddy => 1
muffins => 1
mugs => 1
mule => 1
multilevel => 1
mumbling => 1
murmur => 1
muscle => 1
muscular => 1
mustached => 1
musty => 1
mutely => 1
myseff => 1
mysteriously => 1
mystery => 1
mystified => 1
n => 1
nag => 1
nail => 1
nailed => 1
narrowly => 1
nastier => 1
nations => 1
naturally => 1
naughty => 1
nearsighted => 1
necessary => 1
needin => 1
net => 1
nettles => 1
newscaster => 1
newspapers => 1
nightfall => 1
ninth => 1
noiselessly => 1
nonexplodable => 1
nonmagic => 1
nonstop => 1
nosebleed => 1
nosie => 1
nosy => 1
noted => 1
notices => 1
nudged => 1
numbly => 1
nurse => 1
nursed => 1
oaf => 1
object => 1
objects => 1
observed => 1
occasions => 1
occurred => 1
offhand => 1
oiled => 1
omen => 1
opening => 1
opera => 1
ornate => 1
otherwise => 1
oughta => 1
outlawed => 1
outlines => 1
outrage => 1
outskirts => 1
outstretched => 1
overgrown => 1
overheard => 1
overhearing => 1
overshadowed => 1
overtaking => 1
overtook => 1
owe => 1
owner => 1
pacing => 1
pages => 1
pains => 1
paint => 1
painted => 1
painting => 1
paisley => 1
palace => 1
paler => 1
palms => 1
palomino => 1
pan => 1
panels => 1
panicked => 1
panting => 1
paraded => 1
parked => 1
parks => 1
parrot => 1
parts => 1
passages => 1
passersby => 1
password => 1
passwords => 1
patched => 1
patchwork => 1
pate => 1
patient => 1
patrolled => 1
pattern => 1
pavement => 1
paving => 1
pawn => 1
paws => 1
payin => 1
pea => 1
peaceful => 1
pearly => 1
pebbles => 1
pecked => 1
peeling => 1
pellets => 1
pelt => 1
pelted => 1
pelts => 1
pep => 1
pepper => 1
peppermints => 1
percent => 1
perform => 1
personal => 1
personally => 1
pheasants => 1
phials => 1
phoenixes => 1
phone => 1
phoning => 1
pickled => 1
pictures => 1
pier => 1
pierced => 1
pies => 1
pigs => 1
pigtails => 1
pinched => 1
pineapple => 1
ping => 1
pinning => 1
pinpricks => 1
piped => 1
pity => 1
placed => 1
planned => 1
plants => 1
platters => 1
playfully => 1
playin => 1
plays => 1
pleaded => 1
plotting => 1
plowed => 1
pocketed => 1
pocus => 1
pocuss => 1
pointy => 1
poisons => 1
poles => 1
politely => 1
politer => 1
poltergeist => 1
poorer => 1
popkin => 1
popular => 1
porcupine => 1
pork => 1
positions => 1
positively => 1
posters => 1
postman => 1
potato => 1
potionmaking => 1
potions => 1
pouch => 1
pounced => 1
poured => 1
pouring => 1
powders => 1
practical => 1
praying => 1
precisely => 1
prefer => 1
presenting => 1
press => 1
pressure => 1
prevent => 1
price => 1
prickle => 1
prince => 1
privately => 1
processor => 1
prodding => 1
produced => 1
produces => 1
program => 1
programs => 1
promisin => 1
promptly => 1
propped => 1
protecting => 1
protective => 1
proudest => 1
prove => 1
proving => 1
provoked => 1
prowling => 1
prune => 1
puddin => 1
puddings => 1
puff => 1
puffed => 1
pumpkins => 1
punch => 1
punched => 1
puncture => 1
punctures => 1
punishing => 1
punishments => 1
puppet => 1
pursed => 1
putted => 1
puzzle => 1
puzzlement => 1
pythons => 1
quailed => 1
quarter => 1
quaver => 1
queasy => 1
quilt => 1
quiz => 1
rabbitin => 1
radish => 1
raged => 1
ragged => 1
rags => 1
railway => 1
rainbow => 1
raisins => 1
rammed => 1
random => 1
ranting => 1
rapidly => 1
rapping => 1
rarely => 1
raspberry => 1
rasping => 1
rattle => 1
ravine => 1
raw => 1
re => 1
readin => 1
reared => 1
reasonably => 1
rebellions => 1
receive => 1
receiver => 1
recited => 1
reciting => 1
recorded => 1
reddish => 1
redheaded => 1
reeled => 1
ref => 1
refereed => 1
referees => 1
refused => 1
refusing => 1
related => 1
relation => 1
relatives => 1
relaxed => 1
reliving => 1
remains => 1
remarkably => 1
remind => 1
reminding => 1
remorse => 1
removed => 1
repair => 1
repaired => 1
replaced => 1
replacing => 1
replied => 1
reply => 1
reported => 1
reports => 1
require => 1
rescued => 1
resign => 1
resist => 1
resolution => 1
respect => 1
responsible => 1
restaurant => 1
rested => 1
resting => 1
restless => 1
restricted => 1
retracing => 1
revenge => 1
reward => 1
ribbon => 1
rice => 1
rickety => 1
riders => 1
riding => 1
riffraff => 1
rigged => 1
rigid => 1
ring => 1
ringing => 1
rippled => 1
risks => 1
risky => 1
rivers => 1
roaming => 1
roars => 1
rocket => 1
rocketed => 1
rocks => 1
rooting => 1
rope => 1
rot => 1
rotted => 1
route => 1
rowboat => 1
rub => 1
rubbed => 1
rubber => 1
rubies => 1
ruefully => 1
rugs => 1
ruins => 1
rulebreaking => 1
rumbled => 1
rummaged => 1
rumor => 1
runnin => 1
sa => 1
sacrifices => 1
sadness => 1
safety => 1
saintly => 1
saints => 1
saliva => 1
sallow => 1
sandwich => 1
sapphires => 1
sardine => 1
sauce => 1
savage => 1
savaging => 1
saving => 1
sc => 1
scabby => 1
scandal => 1
scars => 1
scene => 1
scented => 1
science => 1
scissors => 1
scoop => 1
scooted => 1
scoring => 1
scowl => 1
scowling => 1
scrabbling => 1
scraped => 1
scratch => 1
scratchy => 1
scrawl => 1
scrawled => 1
scribbling => 1
scroll => 1
scruff => 1
scruffs => 1
scudding => 1
scuffles => 1
scurried => 1
seal => 1
searching => 1
seared => 1
season => 1
seating => 1
seaweed => 1
sec => 1
secondary => 1
secretary => 1
secretly => 1
secrets => 1
section => 1
seeming => 1
seeping => 1
sees => 1
seizing => 1
selfish => 1
selfstirring => 1
sell => 1
sending => 1
sensible => 1
separated => 1
separately => 1
separating => 1
served => 1
service => 1
sets => 1
settled => 1
settling => 1
seventeen => 1
severe => 1
shade => 1
shallows => 1
shapeless => 1
shapes => 1
sharper => 1
shaves => 1
sheared => 1
sheep => 1
sheer => 1
sheet => 1
shelling => 1
sherry => 1
shields => 1
shifty => 1
shimmering => 1
shinin => 1
shivering => 1
shore => 1
shortcut => 1
shortcuts => 1
shorter => 1
shoulda => 1
shouldn => 1
shouldnta => 1
shoutin => 1
shouts => 1
shove => 1
shoved => 1
shoveling => 1
showers => 1
shredded => 1
shrieking => 1
shrill => 1
shrilly => 1
shrink => 1
shrinking => 1
shrunk => 1
sickle => 1
sightings => 1
signature => 1
signs => 1
silkily => 1
similar => 1
simmering => 1
sin => 1
sincerely => 1
singled => 1
singsong => 1
sinister => 1
sinks => 1
sipped => 1
sized => 1
sizing => 1
sizzling => 1
skidding => 1
skies => 1
skinnier => 1
skip => 1
skipped => 1
skipping => 1
skulking => 1
slain => 1
slam => 1
slapping => 1
slay => 1
sleek => 1
sleepiness => 1
sleepless => 1
sleeps => 1
slender => 1
slice => 1
slightest => 1
slimy => 1
slinking => 1
slippers => 1
slippery => 1
slits => 1
slope => 1
sloping => 1
slotted => 1
slouched => 1
slowing => 1
slugs => 1
slyly => 1
smarten => 1
smarter => 1
smartly => 1
smash => 1
smashed => 1
smatter => 1
smelling => 1
smelly => 1
smirking => 1
smoked => 1
smoking => 1
smoother => 1
smothering => 1
smudged => 1
smuggle => 1
snakes => 1
snatch => 1
snatching => 1
sneak => 1
sneaked => 1
sneakers => 1
sneering => 1
sneeze => 1
sneezed => 1
sniff => 1
sniffing => 1
sniffling => 1
sniffy => 1
snigget => 1
sniveled => 1
snoozed => 1
snoozing => 1
snored => 1
snores => 1
snoring => 1
snowball => 1
snowballs => 1
snuffling => 1
sob => 1
sobs => 1
softest => 1
solutions => 1
somebodys => 1
somefink => 1
someones => 1
somersault => 1
sometime => 1
sons => 1
soothe => 1
sorcerer => 1
sorrowful => 1
sp => 1
spaces => 1
spasm => 1
spawn => 1
speaker => 1
speakin => 1
spear => 1
speared => 1
specially => 1
specimen => 1
speck => 1
spectacularly => 1
spectators => 1
speeds => 1
speedy => 1
spelled => 1
spending => 1
spider => 1
spilled => 1
spilling => 1
spinach => 1
spine => 1
spinning => 1
spiny => 1
spite => 1
splashes => 1
splattered => 1
spleens => 1
spluttering => 1
spoils => 1
spoken => 1
spokesgoblin => 1
sports => 1
spose => 1
spotting => 1
sppose => 1
sprawled => 1
spray => 1
spreading => 1
spring => 1
springy => 1
spun => 1
spurt => 1
squashed => 1
squat => 1
squawked => 1
squeaky => 1
squealed => 1
squeeze => 1
squid => 1
squinted => 1
stabbing => 1
stacks => 1
stadium => 1
stage => 1
staggered => 1
staggerin => 1
stain => 1
stained => 1
stalactite => 1
stalactites => 1
stalagmite => 1
stalagmites => 1
stale => 1
stalking => 1
stammering => 1
stamping => 1
stamps => 1
standard => 1
stargazers => 1
starry => 1
starved => 1
steadied => 1
steadily => 1
steam => 1
steamrollered => 1
steel => 1
steeling => 1
steeply => 1
steered => 1
stench => 1
sternly => 1
stewed => 1
stiffily => 1
stifling => 1
stinking => 1
stitch => 1
stitches => 1
stoked => 1
stomping => 1
stooping => 1
stopper => 1
stopping => 1
stops => 1
stored => 1
stores => 1
stormed => 1
stormy => 1
stove => 1
stra => 1
straightening => 1
stranded => 1
strangled => 1
strapping => 1
straps => 1
straw => 1
strawberries => 1
strawberry => 1
stray => 1
strayed => 1
straying => 1
streak => 1
strengthened => 1
stretch => 1
strictly => 1
string => 1
strings => 1
striped => 1
stroke => 1
stronger => 1
struggle => 1
stubs => 1
studyin => 1
stumbling => 1
stump => 1
stung => 1
stunt => 1
stupidest => 1
substitutes => 1
subtle => 1
sucked => 1
suits => 1
sunburn => 1
sunrise => 1
sunshine => 1
supple => 1
supply => 1
supporting => 1
surged => 1
surname => 1
surprising => 1
surrounded => 1
survive => 1
suspect => 1
suspend => 1
suspended => 1
suspension => 1
suspicion => 1
suspicious => 1
swaggered => 1
swallow => 1
swam => 1
swapping => 1
swarmin => 1
swarming => 1
swarthy => 1
swaying => 1
swear => 1
swearing => 1
sweaters => 1
sweating => 1
sweetums => 1
swelling => 1
sweltering => 1
swift => 1
swig => 1
swipe => 1
swished => 1
swishy => 1
swollen => 1
swoop => 1
sword => 1
syllable => 1
symbols => 1
tackled => 1
tackling => 1
tags => 1
tailcoats => 1
takes => 1
talent => 1
tame => 1
tangles => 1
tapdance => 1
taped => 1
tapestries => 1
tapestry => 1
tarantula => 1
tartan => 1
tarts => 1
tasty => 1
taunting => 1
tawny => 1
teabags => 1
teaches => 1
teaching => 1
teacups => 1
tear => 1
tearful => 1
teh => 1
tellin => 1
tells => 1
tend => 1
tendrils => 1
tennis => 1
tenpin => 1
tens => 1
tentacles => 1
terms => 1
testing => 1
th => 1
thanked => 1
thankful => 1
thered => 1
thern => 1
thicker => 1
thickly => 1
thickset => 1
thieves => 1
thinner => 1
thinnest => 1
thirst => 1
thoughts => 1
threequarters => 1
threes => 1
threshold => 1
throats => 1
thronging => 1
throughout => 1
thumbs => 1
thump => 1
thumpin => 1
thumping => 1
thunder => 1
thunderous => 1
thus => 1
tick => 1
tickets => 1
tickled => 1
tickling => 1
